timestamp,ride_id,people_in_queue,active_riders,crowd_level
2026-03-25 11:23:00,AQ05,66,2,0.621
2026-03-25 11:23:00,AQ06,67,1,0.599
2026-03-25 11:23:00,AQ07,73,3,0.679
2026-03-25 11:23:00,AQ08,69,3,0.506
2026-03-25 11:23:00,AQ09,49,3,0.562
2026-03-25 11:23:00,AQ10,49,1,0.566
2026-03-25 11:23:00,AQ11,49,16,0.406
2026-03-25 11:23:00,AQ12,60,160,0.798
2026-03-25 11:23:00,AQ13,79,34,0.681
2026-03-25 11:23:00,AQ14,58,17,0.547
2026-03-25 11:23:00,AQ15,64,62,0.619
2026-03-25 11:24:00,AQ01,69,1,0.769
2026-03-25 11:24:00,AQ02,58,2,0.69
2026-03-25 11:24:00,AQ03,61,2,0.69
2026-03-25 11:24:00,AQ04,64,2,0.578
2026-03-25 11:24:00,AQ05,76,2,0.71
2026-03-25 11:24:00,AQ06,60,0,0.514
2026-03-25 11:24:00,AQ07,67,3,0.634
2026-03-25 11:24:00,AQ08,58,3,0.563
2026-03-25 11:24:00,AQ09,59,1,0.509
2026-03-25 11:24:00,AQ10,63,0,0.569
2026-03-25 11:24:00,AQ11,52,27,0.523
2026-03-25 11:24:00,AQ12,78,151,0.748
2026-03-25 11:24:00,AQ13,69,31,0.608
2026-03-25 11:24:00,AQ14,46,17,0.569
2026-03-25 11:24:00,AQ15,54,71,0.685
2026-03-25 11:25:00,AQ01,78,1,0.751
2026-03-25 11:25:00,AQ02,69,4,0.805
2026-03-25 11:25:00,AQ03,70,0,0.685
2026-03-25 11:25:00,AQ04,76,0,0.636
2026-03-25 11:25:00,AQ05,76,0,0.69
2026-03-25 11:25:00,AQ06,69,1,0.594
2026-03-25 11:25:00,AQ07,65,2,0.635
2026-03-25 11:25:00,AQ08,55,4,0.646
2026-03-25 11:25:00,AQ09,54,2,0.596
2026-03-25 11:25:00,AQ10,44,0,0.47
2026-03-25 11:25:00,AQ11,59,20,0.403
2026-03-25 11:25:00,AQ12,78,126,0.629
2026-03-25 11:25:00,AQ13,71,33,0.691
2026-03-25 11:25:00,AQ14,69,14,0.532
2026-03-25 11:25:00,AQ15,47,53,0.519
2026-03-25 11:26:00,AQ01,79,1,0.767
2026-03-25 11:26:00,AQ02,59,4,0.817
2026-03-25 11:26:00,AQ03,67,0,0.668
2026-03-25 11:26:00,AQ04,60,1,0.671
2026-03-25 11:26:00,AQ05,76,0,0.712
2026-03-25 11:26:00,AQ06,61,1,0.585
2026-03-25 11:26:00,AQ07,75,3,0.691
2026-03-25 11:26:00,AQ08,57,1,0.599
2026-03-25 11:26:00,AQ09,61,0,0.564
2026-03-25 11:26:00,AQ10,52,1,0.527
2026-03-25 11:26:00,AQ11,34,23,0.439
2026-03-25 11:26:00,AQ12,65,156,0.773
2026-03-25 11:26:00,AQ13,66,31,0.66
2026-03-25 11:26:00,AQ14,68,13,0.552
2026-03-25 11:26:00,AQ15,67,64,0.656
2026-03-25 11:27:00,AQ01,66,1,0.706
2026-03-25 11:27:00,AQ02,68,4,0.697
2026-03-25 11:27:00,AQ03,83,0,0.671
2026-03-25 11:27:00,AQ04,64,2,0.686
2026-03-25 11:27:00,AQ05,68,2,0.735
2026-03-25 11:27:00,AQ06,63,0,0.591
2026-03-25 11:27:00,AQ07,71,2,0.689
2026-03-25 11:27:00,AQ08,58,4,0.686
2026-03-25 11:27:00,AQ09,59,0,0.581
2026-03-25 11:27:00,AQ10,49,1,0.514
2026-03-25 11:27:00,AQ11,53,23,0.408
2026-03-25 11:27:00,AQ12,74,136,0.674
2026-03-25 11:27:00,AQ13,71,33,0.656
2026-03-25 11:27:00,AQ14,53,17,0.562
2026-03-25 11:27:00,AQ15,57,62,0.623
2026-03-25 11:28:00,AQ01,83,0,0.756
2026-03-25 11:28:00,AQ02,69,2,0.725
2026-03-25 11:28:00,AQ03,70,1,0.671
2026-03-25 11:28:00,AQ04,61,2,0.659
2026-03-25 11:28:00,AQ05,79,0,0.717
2026-03-25 11:28:00,AQ06,55,0,0.496
2026-03-25 11:28:00,AQ07,64,3,0.604
2026-03-25 11:28:00,AQ08,68,3,0.612
2026-03-25 11:28:00,AQ09,65,1,0.495
2026-03-25 11:28:00,AQ10,47,1,0.546
2026-03-25 11:28:00,AQ11,63,27,0.553
2026-03-25 11:28:00,AQ12,75,158,0.791
2026-03-25 11:28:00,AQ13,59,35,0.664
2026-03-25 11:28:00,AQ14,62,19,0.67
2026-03-25 11:28:00,AQ15,60,62,0.642
2026-03-25 11:29:00,AQ01,79,0,0.74
2026-03-25 11:29:00,AQ02,70,0,0.67
2026-03-25 11:29:00,AQ03,68,1,0.662
2026-03-25 11:29:00,AQ04,56,1,0.618
2026-03-25 11:29:00,AQ05,80,0,0.726
2026-03-25 11:29:00,AQ06,51,1,0.606
2026-03-25 11:29:00,AQ07,56,2,0.653
2026-03-25 11:29:00,AQ08,65,4,0.643
2026-03-25 11:29:00,AQ09,69,3,0.617
2026-03-25 11:29:00,AQ10,49,1,0.565
2026-03-25 11:29:00,AQ11,53,23,0.404
2026-03-25 11:29:00,AQ12,82,121,0.605
2026-03-25 11:29:00,AQ13,74,36,0.724
2026-03-25 11:29:00,AQ14,57,13,0.529
2026-03-25 11:29:00,AQ15,55,65,0.626
2026-03-25 11:30:00,AQ01,58,0,0.701
2026-03-25 11:30:00,AQ02,68,0,0.614
2026-03-25 11:30:00,AQ03,77,2,0.707
2026-03-25 11:30:00,AQ04,55,0,0.678
2026-03-25 11:30:00,AQ05,78,1,0.691
2026-03-25 11:30:00,AQ06,52,1,0.47
2026-03-25 11:30:00,AQ07,66,1,0.629
2026-03-25 11:30:00,AQ08,68,1,0.644
2026-03-25 11:30:00,AQ09,51,1,0.486
2026-03-25 11:30:00,AQ10,53,0,0.529
2026-03-25 11:30:00,AQ11,45,25,0.479
2026-03-25 11:30:00,AQ12,79,153,0.765
2026-03-25 11:30:00,AQ13,70,34,0.686
2026-03-25 11:30:00,AQ14,60,16,0.551
2026-03-25 11:30:00,AQ15,76,70,0.7
2026-03-25 11:31:00,AQ01,82,1,0.755
2026-03-25 11:31:00,AQ02,65,3,0.706
2026-03-25 11:31:00,AQ03,68,0,0.636
2026-03-25 11:31:00,AQ04,64,2,0.621
2026-03-25 11:31:00,AQ05,73,2,0.679
2026-03-25 11:31:00,AQ06,80,1,0.594
2026-03-25 11:31:00,AQ07,69,3,0.744
2026-03-25 11:31:00,AQ08,46,2,0.558
2026-03-25 11:31:00,AQ09,52,4,0.482
2026-03-25 11:31:00,AQ10,37,1,0.596
2026-03-25 11:31:00,AQ11,46,25,0.472
2026-03-25 11:31:00,AQ12,58,140,0.706
2026-03-25 11:31:00,AQ13,61,36,0.735
2026-03-25 11:31:00,AQ14,48,20,0.572
2026-03-25 11:31:00,AQ15,67,70,0.734
2026-03-25 11:32:00,AQ01,77,0,0.8
2026-03-25 11:32:00,AQ02,73,2,0.685
2026-03-25 11:32:00,AQ03,68,0,0.794
2026-03-25 11:32:00,AQ04,53,2,0.615
2026-03-25 11:32:00,AQ05,77,2,0.763
2026-03-25 11:32:00,AQ06,76,0,0.62
2026-03-25 11:32:00,AQ07,69,3,0.727
2026-03-25 11:32:00,AQ08,60,3,0.707
2026-03-25 11:32:00,AQ09,45,0,0.566
2026-03-25 11:32:00,AQ10,45,0,0.487
2026-03-25 11:32:00,AQ11,52,26,0.507
2026-03-25 11:32:00,AQ12,83,143,0.708
2026-03-25 11:32:00,AQ13,71,38,0.786
2026-03-25 11:32:00,AQ14,67,19,0.612
2026-03-25 11:32:00,AQ15,70,66,0.627
2026-03-25 11:33:00,AQ01,81,0,0.779
2026-03-25 11:33:00,AQ02,66,3,0.645
2026-03-25 11:33:00,AQ03,70,2,0.64
2026-03-25 11:33:00,AQ04,58,1,0.708
2026-03-25 11:33:00,AQ05,73,2,0.696
2026-03-25 11:33:00,AQ06,63,1,0.555
2026-03-25 11:33:00,AQ07,80,3,0.691
2026-03-25 11:33:00,AQ08,53,2,0.691
2026-03-25 11:33:00,AQ09,61,4,0.603
2026-03-25 11:33:00,AQ10,64,1,0.576
2026-03-25 11:33:00,AQ11,55,17,0.448
2026-03-25 11:33:00,AQ12,81,135,0.674
2026-03-25 11:33:00,AQ13,74,37,0.764
2026-03-25 11:33:00,AQ14,71,19,0.591
2026-03-25 11:33:00,AQ15,56,63,0.635
2026-03-25 11:34:00,AQ01,66,1,0.839
2026-03-25 11:34:00,AQ02,72,1,0.744
2026-03-25 11:34:00,AQ03,52,2,0.714
2026-03-25 11:34:00,AQ04,75,2,0.759
2026-03-25 11:34:00,AQ05,83,0,0.7
2026-03-25 11:34:00,AQ06,58,0,0.656
2026-03-25 11:34:00,AQ07,64,2,0.67
2026-03-25 11:34:00,AQ08,63,3,0.648
2026-03-25 11:34:00,AQ09,57,4,0.646
2026-03-25 11:34:00,AQ10,54,0,0.554
2026-03-25 11:34:00,AQ11,53,25,0.515
2026-03-25 11:34:00,AQ12,73,156,0.802
2026-03-25 11:34:00,AQ13,77,36,0.673
2026-03-25 11:34:00,AQ14,65,18,0.568
2026-03-25 11:34:00,AQ15,60,59,0.598
2026-03-25 11:35:00,AQ01,88,0,0.678
2026-03-25 11:35:00,AQ02,61,1,0.821
2026-03-25 11:35:00,AQ03,69,2,0.639
2026-03-25 11:35:00,AQ04,73,0,0.642
2026-03-25 11:35:00,AQ05,68,2,0.721
2026-03-25 11:35:00,AQ06,64,1,0.628
2026-03-25 11:35:00,AQ07,71,1,0.71
2026-03-25 11:35:00,AQ08,57,1,0.68
2026-03-25 11:35:00,AQ09,57,3,0.543
2026-03-25 11:35:00,AQ10,52,0,0.522
2026-03-25 11:35:00,AQ11,45,29,0.504
2026-03-25 11:35:00,AQ12,94,151,0.739
2026-03-25 11:35:00,AQ13,63,38,0.775
2026-03-25 11:35:00,AQ14,69,17,0.637
2026-03-25 11:35:00,AQ15,62,68,0.69
2026-03-25 11:36:00,AQ01,69,0,0.812
2026-03-25 11:36:00,AQ02,73,4,0.78
2026-03-25 11:36:00,AQ03,75,2,0.706
2026-03-25 11:36:00,AQ04,73,0,0.591
2026-03-25 11:36:00,AQ05,86,2,0.758
2026-03-25 11:36:00,AQ06,85,1,0.582
2026-03-25 11:36:00,AQ07,69,1,0.646
2026-03-25 11:36:00,AQ08,59,1,0.669
2026-03-25 11:36:00,AQ09,61,3,0.636
2026-03-25 11:36:00,AQ10,51,0,0.534
2026-03-25 11:36:00,AQ11,57,27,0.507
2026-03-25 11:36:00,AQ12,65,166,0.84
2026-03-25 11:36:00,AQ13,89,37,0.709
2026-03-25 11:36:00,AQ14,68,22,0.745
2026-03-25 11:36:00,AQ15,52,67,0.684
2026-03-25 11:37:00,AQ01,73,0,0.694
2026-03-25 11:37:00,AQ02,79,4,0.762
2026-03-25 11:37:00,AQ03,79,0,0.719
2026-03-25 11:37:00,AQ04,56,1,0.723
2026-03-25 11:37:00,AQ05,80,0,0.775
2026-03-25 11:37:00,AQ06,46,1,0.611
2026-03-25 11:37:00,AQ07,67,0,0.614
2026-03-25 11:37:00,AQ08,73,0,0.632
2026-03-25 11:37:00,AQ09,53,0,0.534
2026-03-25 11:37:00,AQ10,41,1,0.506
2026-03-25 11:37:00,AQ11,51,27,0.523
2026-03-25 11:37:00,AQ12,71,169,0.841
2026-03-25 11:37:00,AQ13,75,35,0.72
2026-03-25 11:37:00,AQ14,55,17,0.558
2026-03-25 11:37:00,AQ15,60,67,0.681
2026-03-25 11:38:00,AQ01,62,1,0.845
2026-03-25 11:38:00,AQ02,74,3,0.697
2026-03-25 11:38:00,AQ03,69,0,0.696
2026-03-25 11:38:00,AQ04,57,2,0.662
2026-03-25 11:38:00,AQ05,76,0,0.705
2026-03-25 11:38:00,AQ06,70,1,0.652
2026-03-25 11:38:00,AQ07,66,0,0.672
2026-03-25 11:38:00,AQ08,67,2,0.666
2026-03-25 11:38:00,AQ09,60,0,0.534
2026-03-25 11:38:00,AQ10,44,1,0.515
2026-03-25 11:38:00,AQ11,66,28,0.532
2026-03-25 11:38:00,AQ12,72,151,0.742
2026-03-25 11:38:00,AQ13,76,36,0.789
2026-03-25 11:38:00,AQ14,68,20,0.6
2026-03-25 11:38:00,AQ15,65,68,0.673
2026-03-25 11:39:00,AQ01,84,0,0.835
2026-03-25 11:39:00,AQ02,75,4,0.659
2026-03-25 11:39:00,AQ03,59,1,0.617
2026-03-25 11:39:00,AQ04,64,2,0.588
2026-03-25 11:39:00,AQ05,70,0,0.81
2026-03-25 11:39:00,AQ06,59,0,0.595
2026-03-25 11:39:00,AQ07,58,3,0.809
2026-03-25 11:39:00,AQ08,74,4,0.619
2026-03-25 11:39:00,AQ09,71,2,0.59
2026-03-25 11:39:00,AQ10,62,0,0.617
2026-03-25 11:39:00,AQ11,60,30,0.598
2026-03-25 11:39:00,AQ12,74,173,0.867
2026-03-25 11:39:00,AQ13,65,38,0.766
2026-03-25 11:39:00,AQ14,56,21,0.674
2026-03-25 11:39:00,AQ15,72,68,0.694
2026-03-25 11:40:00,AQ01,81,1,0.831
2026-03-25 11:40:00,AQ02,73,0,0.706
2026-03-25 11:40:00,AQ03,81,2,0.667
2026-03-25 11:40:00,AQ04,70,2,0.666
2026-03-25 11:40:00,AQ05,68,0,0.741
2026-03-25 11:40:00,AQ06,57,0,0.602
2026-03-25 11:40:00,AQ07,74,3,0.718
2026-03-25 11:40:00,AQ08,73,0,0.698
2026-03-25 11:40:00,AQ09,63,1,0.588
2026-03-25 11:40:00,AQ10,69,1,0.616
2026-03-25 11:40:00,AQ11,63,24,0.443
2026-03-25 11:40:00,AQ12,80,155,0.757
2026-03-25 11:40:00,AQ13,64,34,0.672
2026-03-25 11:40:00,AQ14,52,15,0.532
2026-03-25 11:40:00,AQ15,64,66,0.663
2026-03-25 11:41:00,AQ01,86,0,0.789
2026-03-25 11:41:00,AQ02,88,3,0.812
2026-03-25 11:41:00,AQ03,74,1,0.743
2026-03-25 11:41:00,AQ04,76,0,0.618
2026-03-25 11:41:00,AQ05,73,2,0.846
2026-03-25 11:41:00,AQ06,68,0,0.689
2026-03-25 11:41:00,AQ07,75,1,0.715
2026-03-25 11:41:00,AQ08,49,2,0.641
2026-03-25 11:41:00,AQ09,55,0,0.538
2026-03-25 11:41:00,AQ10,62,1,0.525
2026-03-25 11:41:00,AQ11,52,24,0.556
2026-03-25 11:41:00,AQ12,67,174,0.864
2026-03-25 11:41:00,AQ13,52,37,0.788
2026-03-25 11:41:00,AQ14,60,17,0.603
2026-03-25 11:41:00,AQ15,66,62,0.613
2026-03-25 11:42:00,AQ01,73,1,0.805
2026-03-25 11:42:00,AQ02,75,3,0.651
2026-03-25 11:42:00,AQ03,75,0,0.73
2026-03-25 11:42:00,AQ04,73,2,0.665
2026-03-25 11:42:00,AQ05,57,1,0.733
2026-03-25 11:42:00,AQ06,52,1,0.55
2026-03-25 11:42:00,AQ07,66,3,0.714
2026-03-25 11:42:00,AQ08,70,0,0.629
2026-03-25 11:42:00,AQ09,63,2,0.53
2026-03-25 11:42:00,AQ10,58,0,0.402
2026-03-25 11:42:00,AQ11,47,28,0.503
2026-03-25 11:42:00,AQ12,75,174,0.861
2026-03-25 11:42:00,AQ13,66,37,0.797
2026-03-25 11:42:00,AQ14,69,21,0.607
2026-03-25 11:42:00,AQ15,60,65,0.642
2026-03-25 11:43:00,AQ01,87,0,0.825
2026-03-25 11:43:00,AQ02,76,3,0.692
2026-03-25 11:43:00,AQ03,71,2,0.732
2026-03-25 11:43:00,AQ04,62,0,0.713
2026-03-25 11:43:00,AQ05,65,2,0.82
2026-03-25 11:43:00,AQ06,58,0,0.627
2026-03-25 11:43:00,AQ07,67,0,0.681
2026-03-25 11:43:00,AQ08,47,1,0.614
2026-03-25 11:43:00,AQ09,57,4,0.549
2026-03-25 11:43:00,AQ10,62,0,0.537
2026-03-25 11:43:00,AQ11,55,24,0.524
2026-03-25 11:43:00,AQ12,74,165,0.822
2026-03-25 11:43:00,AQ13,72,35,0.677
2026-03-25 11:43:00,AQ14,59,23,0.707
2026-03-25 11:43:00,AQ15,69,66,0.661
2026-03-25 11:44:00,AQ01,93,1,0.803
2026-03-25 11:44:00,AQ02,82,2,0.708
2026-03-25 11:44:00,AQ03,76,2,0.598
2026-03-25 11:44:00,AQ04,64,2,0.722
2026-03-25 11:44:00,AQ05,82,2,0.799
2026-03-25 11:44:00,AQ06,50,1,0.621
2026-03-25 11:44:00,AQ07,67,3,0.698
2026-03-25 11:44:00,AQ08,71,0,0.686
2026-03-25 11:44:00,AQ09,65,3,0.515
2026-03-25 11:44:00,AQ10,60,1,0.524
2026-03-25 11:44:00,AQ11,53,30,0.548
2026-03-25 11:44:00,AQ12,76,145,0.716
2026-03-25 11:44:00,AQ13,76,38,0.734
2026-03-25 11:44:00,AQ14,56,14,0.567
2026-03-25 11:44:00,AQ15,61,70,0.701
2026-03-25 11:45:00,AQ01,81,0,0.806
2026-03-25 11:45:00,AQ02,76,3,0.667
2026-03-25 11:45:00,AQ03,58,1,0.781
2026-03-25 11:45:00,AQ04,72,1,0.643
2026-03-25 11:45:00,AQ05,83,2,0.724
2026-03-25 11:45:00,AQ06,63,0,0.648
2026-03-25 11:45:00,AQ07,89,3,0.754
2026-03-25 11:45:00,AQ08,61,0,0.612
2026-03-25 11:45:00,AQ09,57,1,0.598
2026-03-25 11:45:00,AQ10,52,1,0.574
2026-03-25 11:45:00,AQ11,50,25,0.545
2026-03-25 11:45:00,AQ12,76,161,0.791
2026-03-25 11:45:00,AQ13,61,37,0.704
2026-03-25 11:45:00,AQ14,59,17,0.596
2026-03-25 11:45:00,AQ15,67,74,0.684
2026-03-25 11:46:00,AQ01,91,1,0.757
2026-03-25 11:46:00,AQ02,93,1,0.605
2026-03-25 11:46:00,AQ03,83,2,0.747
2026-03-25 11:46:00,AQ04,62,2,0.728
2026-03-25 11:46:00,AQ05,71,0,0.65
2026-03-25 11:46:00,AQ06,63,0,0.59
2026-03-25 11:46:00,AQ07,84,3,0.731
2026-03-25 11:46:00,AQ08,65,2,0.768
2026-03-25 11:46:00,AQ09,49,2,0.598
2026-03-25 11:46:00,AQ10,51,0,0.518
2026-03-25 11:46:00,AQ11,57,24,0.503
2026-03-25 11:46:00,AQ12,84,171,0.854
2026-03-25 11:46:00,AQ13,71,35,0.693
2026-03-25 11:46:00,AQ14,69,13,0.6
2026-03-25 11:46:00,AQ15,50,66,0.659
2026-03-25 11:47:00,AQ01,82,0,0.766
2026-03-25 11:47:00,AQ02,82,4,0.76
2026-03-25 11:47:00,AQ03,66,2,0.809
2026-03-25 11:47:00,AQ04,62,1,0.701
2026-03-25 11:47:00,AQ05,62,0,0.758
2026-03-25 11:47:00,AQ06,77,1,0.628
2026-03-25 11:47:00,AQ07,64,1,0.624
2026-03-25 11:47:00,AQ08,69,4,0.712
2026-03-25 11:47:00,AQ09,65,4,0.596
2026-03-25 11:47:00,AQ10,68,1,0.548
2026-03-25 11:47:00,AQ11,50,33,0.674
2026-03-25 11:47:00,AQ12,74,162,0.803
2026-03-25 11:47:00,AQ13,74,35,0.691
2026-03-25 11:47:00,AQ14,75,19,0.621
2026-03-25 11:47:00,AQ15,67,71,0.743
2026-03-25 11:48:00,AQ01,74,1,0.823
2026-03-25 11:48:00,AQ02,63,3,0.685
2026-03-25 11:48:00,AQ03,63,1,0.777
2026-03-25 11:48:00,AQ04,76,0,0.655
2026-03-25 11:48:00,AQ05,75,0,0.868
2026-03-25 11:48:00,AQ06,60,1,0.699
2026-03-25 11:48:00,AQ07,65,0,0.683
2026-03-25 11:48:00,AQ08,68,4,0.735
2026-03-25 11:48:00,AQ09,58,0,0.605
2026-03-25 11:48:00,AQ10,54,0,0.602
2026-03-25 11:48:00,AQ11,62,31,0.54
2026-03-25 11:48:00,AQ12,91,148,0.749
2026-03-25 11:48:00,AQ13,60,34,0.699
2026-03-25 11:48:00,AQ14,67,23,0.696
2026-03-25 11:48:00,AQ15,63,71,0.671
2026-03-25 11:49:00,AQ01,80,0,0.8
2026-03-25 11:49:00,AQ02,78,1,0.712
2026-03-25 11:49:00,AQ03,72,0,0.755
2026-03-25 11:49:00,AQ04,71,2,0.794
2026-03-25 11:49:00,AQ05,83,2,0.724
2026-03-25 11:49:00,AQ06,67,0,0.649
2026-03-25 11:49:00,AQ07,66,3,0.779
2026-03-25 11:49:00,AQ08,62,1,0.669
2026-03-25 11:49:00,AQ09,49,3,0.627
2026-03-25 11:49:00,AQ10,49,0,0.508
2026-03-25 11:49:00,AQ11,67,27,0.539
2026-03-25 11:49:00,AQ12,73,157,0.785
2026-03-25 11:49:00,AQ13,64,39,0.783
2026-03-25 11:49:00,AQ14,67,22,0.707
2026-03-25 11:49:00,AQ15,68,80,0.82
2026-03-25 11:50:00,AQ01,81,0,0.852
2026-03-25 11:50:00,AQ02,88,4,0.779
2026-03-25 11:50:00,AQ03,78,2,0.746
2026-03-25 11:50:00,AQ04,65,1,0.676
2026-03-25 11:50:00,AQ05,75,2,0.797
2026-03-25 11:50:00,AQ06,61,1,0.635
2026-03-25 11:50:00,AQ07,78,3,0.719
2026-03-25 11:50:00,AQ08,65,1,0.742
2026-03-25 11:50:00,AQ09,46,1,0.556
2026-03-25 11:50:00,AQ10,56,0,0.62
2026-03-25 11:50:00,AQ11,40,33,0.586
2026-03-25 11:50:00,AQ12,97,159,0.791
2026-03-25 11:50:00,AQ13,66,32,0.631
2026-03-25 11:50:00,AQ14,64,19,0.62
2026-03-25 11:50:00,AQ15,71,73,0.758
2026-03-25 11:51:00,AQ01,80,1,0.825
2026-03-25 11:51:00,AQ02,74,4,0.716
2026-03-25 11:51:00,AQ03,77,2,0.714
2026-03-25 11:51:00,AQ04,82,0,0.738
2026-03-25 11:51:00,AQ05,84,2,0.81
2026-03-25 11:51:00,AQ06,77,0,0.641
2026-03-25 11:51:00,AQ07,63,0,0.695
2026-03-25 11:51:00,AQ08,70,1,0.659
2026-03-25 11:51:00,AQ09,62,0,0.563
2026-03-25 11:51:00,AQ10,59,0,0.646
2026-03-25 11:51:00,AQ11,63,25,0.506
2026-03-25 11:51:00,AQ12,78,171,0.861
2026-03-25 11:51:00,AQ13,71,41,0.816
2026-03-25 11:51:00,AQ14,70,24,0.702
2026-03-25 11:51:00,AQ15,55,67,0.674
2026-03-25 11:52:00,AQ01,81,0,0.85
2026-03-25 11:52:00,AQ02,76,3,0.767
2026-03-25 11:52:00,AQ03,67,2,0.697
2026-03-25 11:52:00,AQ04,78,1,0.715
2026-03-25 11:52:00,AQ05,70,2,0.727
2026-03-25 11:52:00,AQ06,64,1,0.714
2026-03-25 11:52:00,AQ07,74,0,0.693
2026-03-25 11:52:00,AQ08,79,3,0.691
2026-03-25 11:52:00,AQ09,61,3,0.625
2026-03-25 11:52:00,AQ10,64,1,0.555
2026-03-25 11:52:00,AQ11,58,31,0.553
2026-03-25 11:52:00,AQ12,81,158,0.78
2026-03-25 11:52:00,AQ13,66,40,0.786
2026-03-25 11:52:00,AQ14,54,19,0.588
2026-03-25 11:52:00,AQ15,71,70,0.705
2026-03-25 11:53:00,AQ01,79,0,0.93
2026-03-25 11:53:00,AQ02,85,3,0.721
2026-03-25 11:53:00,AQ03,80,2,0.711
2026-03-25 11:53:00,AQ04,69,0,0.727
2026-03-25 11:53:00,AQ05,70,2,0.798
2026-03-25 11:53:00,AQ06,70,1,0.675
2026-03-25 11:53:00,AQ07,64,0,0.743
2026-03-25 11:53:00,AQ08,62,4,0.716
2026-03-25 11:53:00,AQ09,54,2,0.669
2026-03-25 11:53:00,AQ10,56,0,0.59
2026-03-25 11:53:00,AQ11,62,28,0.514
2026-03-25 11:53:00,AQ12,81,168,0.84
2026-03-25 11:53:00,AQ13,71,46,0.84
2026-03-25 11:53:00,AQ14,54,18,0.651
2026-03-25 11:53:00,AQ15,75,62,0.653
2026-03-25 11:54:00,AQ01,77,0,0.891
2026-03-25 11:54:00,AQ02,78,4,0.768
2026-03-25 11:54:00,AQ03,72,0,0.639
2026-03-25 11:54:00,AQ04,77,0,0.746
2026-03-25 11:54:00,AQ05,78,2,0.765
2026-03-25 11:54:00,AQ06,66,0,0.655
2026-03-25 11:54:00,AQ07,76,3,0.738
2026-03-25 11:54:00,AQ08,85,2,0.696
2026-03-25 11:54:00,AQ09,69,4,0.651
2026-03-25 11:54:00,AQ10,56,0,0.55
2026-03-25 11:54:00,AQ11,53,30,0.554
2026-03-25 11:54:00,AQ12,77,159,0.797
2026-03-25 11:54:00,AQ13,67,41,0.785
2026-03-25 11:54:00,AQ14,62,23,0.691
2026-03-25 11:54:00,AQ15,64,63,0.657
2026-03-25 11:55:00,AQ01,89,1,0.893
2026-03-25 11:55:00,AQ02,69,0,0.751
2026-03-25 11:55:00,AQ03,86,0,0.791
2026-03-25 11:55:00,AQ04,77,2,0.725
2026-03-25 11:55:00,AQ05,80,2,0.887
2026-03-25 11:55:00,AQ06,66,1,0.651
2026-03-25 11:55:00,AQ07,68,1,0.707
2026-03-25 11:55:00,AQ08,71,3,0.688
2026-03-25 11:55:00,AQ09,71,3,0.603
2026-03-25 11:55:00,AQ10,52,1,0.614
2026-03-25 11:55:00,AQ11,41,21,0.449
2026-03-25 11:55:00,AQ12,87,150,0.76
2026-03-25 11:55:00,AQ13,78,35,0.697
2026-03-25 11:55:00,AQ14,57,19,0.71
2026-03-25 11:55:00,AQ15,65,77,0.792
2026-03-25 11:56:00,AQ01,77,1,0.837
2026-03-25 11:56:00,AQ02,72,3,0.772
2026-03-25 11:56:00,AQ03,73,2,0.757
2026-03-25 11:56:00,AQ04,69,1,0.767
2026-03-25 11:56:00,AQ05,75,0,0.752
2026-03-25 11:56:00,AQ06,60,1,0.677
2026-03-25 11:56:00,AQ07,71,1,0.776
2026-03-25 11:56:00,AQ08,71,2,0.717
2026-03-25 11:56:00,AQ09,60,1,0.63
2026-03-25 11:56:00,AQ10,67,0,0.626
2026-03-25 11:56:00,AQ11,57,23,0.397
2026-03-25 11:56:00,AQ12,69,167,0.85
2026-03-25 11:56:00,AQ13,80,39,0.721
2026-03-25 11:56:00,AQ14,71,19,0.573
2026-03-25 11:56:00,AQ15,67,77,0.735
2026-03-25 11:57:00,AQ01,73,1,0.914
2026-03-25 11:57:00,AQ02,78,4,0.776
2026-03-25 11:57:00,AQ03,76,2,0.804
2026-03-25 11:57:00,AQ04,62,0,0.793
2026-03-25 11:57:00,AQ05,68,0,0.867
2026-03-25 11:57:00,AQ06,66,1,0.749
2026-03-25 11:57:00,AQ07,71,0,0.767
2026-03-25 11:57:00,AQ08,66,4,0.698
2026-03-25 11:57:00,AQ09,62,0,0.543
2026-03-25 11:57:00,AQ10,49,1,0.566
2026-03-25 11:57:00,AQ11,50,24,0.492
2026-03-25 11:57:00,AQ12,86,186,0.927
2026-03-25 11:57:00,AQ13,73,36,0.748
2026-03-25 11:57:00,AQ14,53,16,0.674
2026-03-25 11:57:00,AQ15,67,76,0.74
2026-03-25 11:58:00,AQ01,76,1,0.851
2026-03-25 11:58:00,AQ02,81,3,0.871
2026-03-25 11:58:00,AQ03,78,2,0.728
2026-03-25 11:58:00,AQ04,58,1,0.724
2026-03-25 11:58:00,AQ05,86,2,0.767
2026-03-25 11:58:00,AQ06,58,1,0.604
2026-03-25 11:58:00,AQ07,86,3,0.702
2026-03-25 11:58:00,AQ08,69,4,0.695
2026-03-25 11:58:00,AQ09,53,3,0.604
2026-03-25 11:58:00,AQ10,49,1,0.546
2026-03-25 11:58:00,AQ11,56,22,0.466
2026-03-25 11:58:00,AQ12,79,163,0.818
2026-03-25 11:58:00,AQ13,75,36,0.684
2026-03-25 11:58:00,AQ14,80,18,0.708
2026-03-25 11:58:00,AQ15,66,74,0.719
2026-03-25 11:59:00,AQ01,86,0,0.779
