user_id,group_size,age_group,thrill_preference,visit_duration_hours,budget_level
USR_00640,2,adults,0.95,3.4,low
USR_00641,4,kids,0.14,7.1,medium
USR_00642,1,adults,0.83,3.1,low
USR_00643,5,mixed,0.32,7.4,medium
USR_00644,6,mixed,0.45,8.7,medium
USR_00645,6,kids,0.44,7.1,medium
USR_00646,5,mixed,0.5,6.0,low
USR_00647,2,adults,0.42,2.0,low
USR_00648,1,adults,0.67,4.8,medium
USR_00649,2,adults,0.81,3.9,medium
USR_00650,3,kids,0.24,4.7,high
USR_00651,2,mixed,0.47,4.5,low
USR_00652,2,kids,0.21,2.0,medium
USR_00653,5,kids,0.22,5.5,low
USR_00654,5,mixed,0.68,7.1,low
USR_00655,5,mixed,0.58,6.0,medium
USR_00656,6,adults,0.83,6.4,medium
USR_00657,3,kids,0.37,3.9,low
USR_00658,5,mixed,0.75,3.6,low
USR_00659,1,adults,0.98,3.7,low
USR_00660,6,mixed,0.69,8.2,high
USR_00661,4,kids,0.59,6.4,high
USR_00662,1,adults,0.81,2.5,low
USR_00663,1,adults,0.56,2.8,low
USR_00664,5,kids,0.45,8.3,high
USR_00665,4,mixed,0.61,6.6,high
USR_00666,4,mixed,0.39,4.1,medium
USR_00667,6,mixed,0.63,7.5,low
USR_00668,4,mixed,0.53,5.8,low
USR_00669,3,kids,0.24,5.1,medium
USR_00670,5,mixed,0.42,7.8,medium
USR_00671,4,kids,0.57,5.2,low
USR_00672,6,kids,0.12,8.6,medium
USR_00673,3,mixed,0.74,6.1,low
USR_00674,2,adults,0.5,4.8,medium
USR_00675,2,adults,0.41,3.2,medium
USR_00676,3,mixed,0.32,4.2,low
USR_00677,6,mixed,0.64,8.8,medium
USR_00678,3,kids,0.36,3.1,medium
USR_00679,5,kids,0.2,7.0,high
USR_00680,5,mixed,0.57,6.1,medium
USR_00681,2,adults,0.81,2.6,low
USR_00682,4,kids,0.55,6.7,medium
USR_00683,6,kids,0.49,7.3,low
USR_00684,2,adults,0.93,4.2,high
USR_00685,4,kids,0.4,6.4,medium
USR_00686,4,mixed,0.79,5.5,medium
USR_00687,5,mixed,0.6,4.9,low
USR_00688,1,adults,0.4,2.4,medium
USR_00689,1,mixed,0.34,4.8,high
USR_00690,3,mixed,0.47,7.0,high
USR_00691,5,mixed,0.67,5.4,low
USR_00692,4,mixed,0.63,5.9,low
USR_00693,6,kids,0.58,10.0,high
USR_00694,1,adults,0.79,2.8,high
USR_00695,4,kids,0.1,5.6,low
USR_00696,1,kids,0.24,4.3,medium
USR_00697,1,mixed,0.47,3.2,medium
USR_00698,1,adults,0.46,5.8,high
USR_00699,6,kids,0.14,9.4,low
USR_00700,5,kids,0.4,6.4,low
USR_00701,6,kids,0.19,7.0,medium
USR_00702,2,adults,0.72,4.8,low
USR_00703,4,kids,0.53,6.7,medium
USR_00704,5,mixed,0.76,3.5,medium
USR_00705,5,kids,0.56,6.5,medium
USR_00706,5,adults,0.56,6.0,medium
USR_00707,5,kids,0.3,7.0,medium
USR_00708,6,adults,0.88,6.6,low
USR_00709,5,adults,0.63,6.4,medium
USR_00710,3,mixed,0.53,4.9,high
USR_00711,4,mixed,0.33,6.6,medium
USR_00712,5,kids,0.34,8.0,low
USR_00713,4,mixed,0.79,4.2,low
USR_00714,3,kids,0.56,2.7,low
USR_00715,3,kids,0.29,4.9,medium
USR_00716,4,mixed,0.53,5.7,medium
USR_00717,1,adults,0.48,4.7,medium
USR_00718,2,adults,0.49,2.1,low
USR_00719,1,adults,0.85,2.2,low
USR_00720,1,adults,0.83,2.0,medium
USR_00721,6,kids,0.23,8.9,medium
USR_00722,1,adults,0.45,3.1,low
USR_00723,5,kids,0.23,5.9,medium
USR_00724,6,kids,0.2,5.2,low
USR_00725,6,kids,0.57,6.8,high
USR_00726,3,mixed,0.69,6.4,high
USR_00727,1,adults,0.65,2.0,low
USR_00728,3,mixed,0.4,4.5,low
USR_00729,4,kids,0.51,8.2,medium
USR_00730,2,mixed,0.5,3.2,low
USR_00731,6,kids,0.28,6.1,medium
USR_00732,4,kids,0.21,7.2,high
USR_00733,4,mixed,0.5,4.2,medium
USR_00734,5,kids,0.27,9.6,high
USR_00735,2,adults,0.52,5.8,medium
USR_00736,4,kids,0.11,5.0,low
USR_00737,4,adults,0.48,4.6,medium
USR_00738,2,adults,0.4,3.6,medium
USR_00739,2,adults,0.96,3.7,medium
USR_00740,4,mixed,0.39,5.7,low
USR_00741,2,adults,0.96,4.8,low
USR_00742,4,mixed,0.51,5.5,high
USR_00743,4,kids,0.39,6.4,low
USR_00744,5,mixed,0.63,8.2,high
USR_00745,1,adults,0.82,3.7,high
USR_00746,4,mixed,0.33,4.4,medium
USR_00747,3,mixed,0.54,5.0,medium
USR_00748,6,kids,0.17,6.0,medium
USR_00749,1,adults,0.82,5.5,high
USR_00750,1,adults,0.6,2.0,low
USR_00751,1,kids,0.41,4.0,medium
USR_00752,5,kids,0.14,6.4,medium
USR_00753,4,kids,0.19,5.0,medium
USR_00754,5,kids,0.27,6.4,medium
USR_00755,4,kids,0.14,7.0,medium
USR_00756,5,mixed,0.56,5.1,medium
USR_00757,5,adults,0.65,7.0,high
USR_00758,6,mixed,0.44,5.9,low
USR_00759,3,mixed,0.38,5.9,high
USR_00760,5,mixed,0.46,5.7,medium
USR_00761,6,kids,0.44,6.2,high
USR_00762,2,adults,0.97,2.8,medium
USR_00763,3,mixed,0.38,6.9,medium
USR_00764,5,adults,1.0,6.3,low
USR_00765,1,mixed,0.57,4.6,high
USR_00766,2,adults,0.44,3.3,low
USR_00767,2,adults,0.47,5.0,high
USR_00768,6,kids,0.59,7.8,high
USR_00769,2,kids,0.49,4.2,low
USR_00770,3,mixed,0.67,4.5,low
USR_00771,5,mixed,0.63,5.1,medium
USR_00772,5,kids,0.34,6.3,low
USR_00773,1,adults,0.43,2.0,high
USR_00774,6,kids,0.54,7.3,low
USR_00775,1,adults,0.44,2.0,low
USR_00776,2,adults,0.51,5.0,high
USR_00777,1,adults,0.65,2.0,medium
USR_00778,3,kids,0.21,5.9,high
USR_00779,5,mixed,0.78,7.2,medium
USR_00780,2,mixed,0.34,5.9,medium
USR_00781,1,adults,0.6,2.0,medium
USR_00782,6,mixed,0.33,8.5,medium
USR_00783,3,kids,0.17,5.1,medium
USR_00784,3,mixed,0.34,4.4,medium
USR_00785,1,mixed,0.39,4.2,medium
USR_00786,5,mixed,0.43,5.7,low
USR_00787,1,mixed,0.67,4.2,medium
USR_00788,2,adults,0.91,2.4,low
USR_00789,1,adults,0.7,2.5,medium
USR_00790,3,kids,0.5,5.5,low
USR_00791,1,adults,0.53,5.1,medium
USR_00792,5,mixed,0.5,6.5,medium
USR_00793,6,kids,0.19,3.5,low
USR_00794,4,kids,0.33,5.0,low
USR_00795,1,adults,0.46,2.8,low
USR_00796,5,adults,0.94,6.2,medium
USR_00797,5,kids,0.11,7.9,high
USR_00798,6,mixed,0.66,6.2,low
USR_00799,3,kids,0.58,5.9,medium
USR_00800,5,kids,0.3,5.1,medium
USR_00801,5,kids,0.31,8.0,medium
USR_00802,5,mixed,0.53,9.4,high
USR_00803,5,mixed,0.68,5.4,medium
USR_00804,2,mixed,0.68,3.0,medium
USR_00805,2,adults,0.8,4.1,low
USR_00806,3,kids,0.59,3.0,low
USR_00807,1,kids,0.44,2.2,low
USR_00808,5,kids,0.55,7.3,low
USR_00809,6,mixed,0.61,8.2,medium
USR_00810,1,mixed,0.61,5.7,medium
USR_00811,6,kids,0.25,7.5,medium
USR_00812,1,mixed,0.6,2.1,low
USR_00813,3,kids,0.49,4.5,low
USR_00814,5,kids,0.25,6.3,medium
USR_00815,5,kids,0.38,7.3,high
USR_00816,4,mixed,0.58,5.2,low
USR_00817,6,kids,0.51,7.2,high
USR_00818,1,mixed,0.62,3.6,medium
USR_00819,1,kids,0.51,2.0,medium
USR_00820,2,adults,0.63,3.2,medium
USR_00821,4,mixed,0.53,5.1,low
USR_00822,2,adults,0.63,2.0,low
USR_00823,2,adults,0.62,5.0,medium
USR_00824,2,adults,0.68,2.0,medium
USR_00825,6,mixed,0.41,9.1,high
USR_00826,6,adults,0.51,5.7,medium
USR_00827,3,adults,0.73,3.9,low
USR_00828,3,mixed,0.6,5.5,medium
USR_00829,2,mixed,0.45,6.2,low
USR_00830,4,kids,0.29,5.8,medium
USR_00831,1,adults,0.55,2.0,medium
USR_00832,6,mixed,0.6,9.4,high
USR_00833,4,kids,0.44,5.4,medium
USR_00834,5,adults,0.76,6.6,medium
USR_00835,6,kids,0.45,8.0,medium
USR_00836,6,mixed,0.31,5.6,high
USR_00837,3,mixed,0.57,4.4,low
USR_00838,1,kids,0.24,2.3,low
USR_00839,1,adults,0.54,4.3,low
USR_00840,5,mixed,0.78,6.9,low
USR_00841,5,mixed,0.35,4.5,medium
USR_00842,6,kids,0.33,8.8,medium
USR_00843,2,mixed,0.36,4.6,medium
USR_00844,3,mixed,0.44,2.5,low
USR_00845,3,mixed,0.59,5.0,medium
USR_00846,6,kids,0.13,8.5,medium
USR_00847,4,kids,0.44,4.2,medium
USR_00848,2,adults,0.93,5.8,medium
USR_00849,6,kids,0.27,5.5,medium
USR_00850,2,adults,0.83,2.7,low
USR_00851,2,kids,0.37,2.5,low
USR_00852,2,adults,0.74,6.8,high
USR_00853,6,mixed,0.38,7.7,high
USR_00854,3,kids,0.42,3.5,medium
USR_00855,3,kids,0.43,4.9,low
USR_00856,2,adults,0.93,4.9,medium
USR_00857,4,kids,0.17,6.5,medium
USR_00858,1,adults,0.95,3.0,medium
USR_00859,6,mixed,0.59,7.1,low
USR_00860,1,adults,0.83,2.0,low
USR_00861,4,kids,0.3,7.7,medium
USR_00862,6,kids,0.18,8.7,medium
USR_00863,2,adults,0.98,4.9,low
USR_00864,3,kids,0.52,5.4,low
USR_00865,1,kids,0.54,3.9,medium
USR_00866,5,mixed,0.35,6.0,high
USR_00867,5,mixed,0.77,8.3,high
USR_00868,4,kids,0.11,5.8,medium
USR_00869,2,kids,0.15,5.6,medium
USR_00870,1,adults,0.67,3.8,low
USR_00871,2,mixed,0.69,4.8,medium
USR_00872,1,adults,0.47,2.0,medium
USR_00873,4,adults,0.88,5.6,medium
USR_00874,4,mixed,0.34,5.0,medium
USR_00875,5,mixed,0.75,6.3,low
USR_00876,2,adults,0.63,3.1,low
USR_00877,6,kids,0.19,7.0,medium
USR_00878,5,kids,0.28,6.6,low
USR_00879,2,adults,0.84,3.1,low
USR_00880,5,mixed,0.56,7.6,high
USR_00881,6,kids,0.44,5.5,medium
USR_00882,3,kids,0.51,3.9,medium
USR_00883,3,kids,0.57,6.7,high
USR_00884,3,kids,0.54,4.4,high
USR_00885,3,kids,0.26,6.4,medium
USR_00886,1,mixed,0.73,5.5,high
USR_00887,3,mixed,0.73,4.6,medium
USR_00888,6,kids,0.23,10.0,medium
USR_00889,4,kids,0.15,7.2,medium
USR_00890,4,kids,0.26,4.6,medium
USR_00891,1,adults,0.94,4.2,medium
USR_00892,3,mixed,0.34,5.0,medium
USR_00893,3,mixed,0.49,3.5,low
USR_00894,3,mixed,0.8,3.6,medium
USR_00895,5,mixed,0.32,7.2,low
USR_00896,2,adults,0.74,3.4,medium
USR_00897,5,adults,0.51,6.4,medium
USR_00898,2,mixed,0.62,3.0,medium
USR_00899,3,adults,0.83,4.0,medium
USR_00900,3,kids,0.13,5.7,high
USR_00901,5,adults,0.72,7.0,medium
USR_00902,5,mixed,0.35,3.4,medium
USR_00903,2,mixed,0.78,4.1,medium
USR_00904,4,kids,0.13,4.3,low
USR_00905,2,mixed,0.63,5.3,low
USR_00906,5,adults,0.6,9.5,low
USR_00907,6,mixed,0.33,6.9,medium
USR_00908,5,mixed,0.78,4.4,medium
USR_00909,6,adults,0.41,8.4,high
USR_00910,1,adults,0.6,2.6,low
USR_00911,5,mixed,0.79,8.4,low
USR_00912,1,adults,0.43,6.3,high
USR_00913,4,adults,0.66,6.2,low
USR_00914,2,adults,0.86,3.4,medium
USR_00915,6,mixed,0.35,8.1,medium
USR_00916,2,adults,0.99,4.4,medium
USR_00917,1,mixed,0.34,3.1,low
USR_00918,6,mixed,0.57,4.9,low
USR_00919,2,kids,0.13,4.9,low
USR_00920,5,adults,0.85,6.6,medium
USR_00921,3,kids,0.24,4.8,medium
USR_00922,1,adults,0.55,2.1,low
USR_00923,2,adults,0.7,3.1,medium
USR_00924,1,adults,0.48,4.7,high
USR_00925,1,adults,0.92,2.0,low
USR_00926,6,adults,0.61,8.2,medium
USR_00927,6,mixed,0.73,6.0,medium
USR_00928,3,kids,0.34,2.0,low
USR_00929,5,kids,0.45,8.7,medium
USR_00930,1,adults,1.0,2.3,medium
USR_00931,2,adults,0.85,4.2,high
USR_00932,4,kids,0.36,8.1,high
USR_00933,1,mixed,0.54,5.5,medium
USR_00934,1,kids,0.37,2.0,medium
USR_00935,3,kids,0.36,3.8,medium
USR_00936,5,mixed,0.64,5.4,medium
USR_00937,4,kids,0.1,6.8,medium
USR_00938,6,mixed,0.31,8.8,low
USR_00939,6,kids,0.15,6.0,medium
USR_00940,2,adults,0.51,5.8,medium
USR_00941,4,adults,0.6,4.8,medium
USR_00942,6,kids,0.55,8.7,high
USR_00943,2,mixed,0.5,2.1,low
USR_00944,5,kids,0.59,6.4,medium
USR_00945,2,adults,0.72,3.5,low
USR_00946,6,kids,0.24,6.9,medium
USR_00947,3,kids,0.35,5.4,medium
USR_00948,3,mixed,0.62,3.7,medium
USR_00949,3,kids,0.5,3.8,medium
USR_00950,6,mixed,0.53,7.8,medium
USR_00951,3,mixed,0.51,6.5,medium
USR_00952,4,mixed,0.42,5.7,medium
USR_00953,5,kids,0.48,7.1,medium
USR_00954,2,kids,0.15,6.0,high
USR_00955,2,adults,0.91,4.6,low
USR_00956,6,kids,0.48,5.7,low
USR_00957,3,kids,0.31,4.0,medium
USR_00958,3,kids,0.6,5.1,high
USR_00959,1,adults,0.88,5.6,medium
USR_00960,5,mixed,0.78,6.6,low
USR_00961,4,kids,0.34,6.3,medium
USR_00962,2,adults,0.68,4.5,medium
USR_00963,1,mixed,0.71,2.0,low
USR_00964,1,adults,0.61,5.6,medium
USR_00965,6,kids,0.25,8.9,high
USR_00966,2,adults,0.42,5.0,medium
USR_00967,6,mixed,0.78,5.2,medium
USR_00968,4,kids,0.14,6.6,medium
USR_00969,1,adults,0.64,2.4,low
USR_00970,1,adults,1.0,2.7,high
USR_00971,5,mixed,0.51,5.4,medium
USR_00972,4,mixed,0.61,4.2,medium
USR_00973,1,mixed,0.75,2.0,medium
USR_00974,4,kids,0.2,5.8,medium
USR_00975,2,adults,0.42,3.6,medium
USR_00976,3,kids,0.13,4.8,low
USR_00977,1,adults,0.79,6.3,high
USR_00978,5,kids,0.25,7.3,high
USR_00979,2,adults,0.7,2.0,medium
USR_00980,4,mixed,0.33,6.4,high
USR_00981,6,mixed,0.54,8.2,low
USR_00982,2,adults,0.54,4.0,medium
USR_00983,1,mixed,0.52,5.1,medium
USR_00984,4,kids,0.2,6.2,medium
USR_00985,3,kids,0.19,2.7,medium
USR_00986,2,adults,0.74,4.2,medium
USR_00987,1,adults,0.43,3.2,low
USR_00988,5,kids,0.38,7.8,medium
USR_00989,6,kids,0.55,9.0,low
USR_00990,4,adults,0.98,6.8,medium
USR_00991,2,mixed,0.6,4.1,low
USR_00992,2,adults,0.78,4.4,low
USR_00993,3,mixed,0.5,4.7,medium
USR_00994,3,mixed,0.51,3.1,medium
USR_00995,5,mixed,0.47,7.5,high
USR_00996,6,mixed,0.58,7.7,medium
USR_00997,5,kids,0.49,5.1,medium
USR_00998,1,adults,0.84,5.9,high
USR_00999,1,adults,0.85,4.5,medium
USR_01000,5,mixed,0.38,4.4,low
USR_01001,6,mixed,0.61,8.9,medium
USR_01002,5,mixed,0.55,7.1,high
USR_01003,6,adults,0.97,6.4,medium
USR_01004,6,adults,0.49,8.1,low
USR_01005,4,mixed,0.58,5.1,low
USR_01006,6,mixed,0.54,9.1,low
USR_01007,3,adults,0.6,3.9,medium
USR_01008,6,kids,0.45,5.2,medium
USR_01009,6,kids,0.18,6.5,low
USR_01010,6,kids,0.42,9.2,high
USR_01011,1,mixed,0.74,2.2,medium
USR_01012,3,mixed,0.3,3.3,medium
USR_01013,3,mixed,0.57,6.2,high
USR_01014,5,kids,0.43,4.2,low
USR_01015,4,kids,0.17,6.1,medium
USR_01016,6,mixed,0.57,6.9,medium
USR_01017,2,adults,0.94,5.7,high
USR_01018,4,kids,0.22,4.0,medium
USR_01019,4,kids,0.21,6.8,low
USR_01020,3,kids,0.3,5.7,high
USR_01021,4,mixed,0.52,6.1,low
USR_01022,6,kids,0.32,9.5,high
USR_01023,6,mixed,0.49,6.9,high
USR_01024,1,adults,0.98,3.9,low
USR_01025,6,mixed,0.62,5.6,medium
USR_01026,6,kids,0.12,5.2,low
USR_01027,3,mixed,0.35,7.3,medium
USR_01028,6,mixed,0.63,8.6,medium
USR_01029,1,adults,0.69,5.8,medium
USR_01030,2,mixed,0.52,4.7,high
USR_01031,3,mixed,0.38,5.0,medium
USR_01032,2,adults,0.42,4.7,medium
USR_01033,3,kids,0.59,5.9,high
USR_01034,5,adults,0.97,6.6,high
USR_01035,4,mixed,0.65,4.1,low
USR_01036,5,kids,0.29,7.8,high
USR_01037,6,kids,0.25,5.5,low
USR_01038,2,mixed,0.42,3.8,high
USR_01039,6,mixed,0.46,7.3,low
USR_01040,4,mixed,0.4,5.1,low
USR_01041,3,kids,0.16,6.0,medium
USR_01042,4,mixed,0.62,5.2,medium
USR_01043,1,adults,0.81,2.6,medium
USR_01044,4,kids,0.58,5.7,low
USR_01045,1,adults,0.71,2.3,medium
USR_01046,4,adults,0.78,5.9,high
USR_01047,1,adults,0.75,2.6,medium
USR_01048,2,adults,0.69,3.3,low
USR_01049,6,mixed,0.7,9.4,medium
USR_01050,6,mixed,0.44,5.1,low
USR_01051,5,mixed,0.69,9.1,high
USR_01052,6,mixed,0.52,9.2,high
USR_01053,3,kids,0.59,6.8,medium
USR_01054,4,adults,0.79,9.5,medium
USR_01055,5,mixed,0.77,8.2,medium
USR_01056,3,mixed,0.39,6.0,medium
USR_01057,3,mixed,0.64,4.3,high
USR_01058,1,mixed,0.59,2.0,medium
USR_01059,6,kids,0.16,7.7,medium
USR_01060,2,adults,0.45,2.1,medium
USR_01061,2,mixed,0.7,4.8,medium
USR_01062,5,kids,0.28,4.9,high
USR_01063,2,adults,0.89,5.5,medium
USR_01064,4,mixed,0.79,5.3,medium
USR_01065,2,mixed,0.66,3.8,low
USR_01066,5,kids,0.26,5.6,medium
USR_01067,2,mixed,0.6,2.0,medium
USR_01068,4,mixed,0.57,6.7,low
USR_01069,1,adults,0.43,4.4,low
USR_01070,5,mixed,0.66,6.1,medium
USR_01071,1,adults,0.84,4.1,medium
USR_01072,1,adults,0.82,2.8,medium
USR_01073,1,adults,0.6,3.1,low
USR_01074,3,mixed,0.32,5.8,medium
USR_01075,6,mixed,0.33,7.5,low
USR_01076,3,mixed,0.66,6.5,medium
USR_01077,6,mixed,0.31,7.4,low
USR_01078,1,adults,0.59,2.8,low
USR_01079,5,mixed,0.72,5.1,low
USR_01080,6,kids,0.45,6.7,medium
USR_01081,4,kids,0.48,6.2,low
USR_01082,4,mixed,0.66,3.9,medium
USR_01083,2,adults,0.82,5.4,medium
USR_01084,6,kids,0.51,7.0,medium
USR_01085,5,mixed,0.59,5.5,medium
USR_01086,3,kids,0.44,4.6,high
USR_01087,1,mixed,0.31,3.6,low
USR_01088,2,adults,0.84,4.1,medium
USR_01089,4,kids,0.57,7.1,low
USR_01090,3,kids,0.39,2.9,low
USR_01091,3,mixed,0.53,4.2,medium
USR_01092,1,adults,0.73,3.2,medium
USR_01093,6,mixed,0.68,7.4,high
USR_01094,4,mixed,0.69,5.7,medium
USR_01095,5,adults,0.67,7.9,high
USR_01096,3,kids,0.42,5.0,low
USR_01097,1,adults,0.65,4.6,low
USR_01098,5,mixed,0.77,4.4,low
USR_01099,6,adults,0.94,7.2,low
USR_01100,4,adults,0.87,4.9,medium
USR_01101,6,kids,0.14,7.8,medium
USR_01102,3,mixed,0.35,4.9,low
USR_01103,5,kids,0.35,6.3,high
USR_01104,5,kids,0.36,6.4,high
USR_01105,5,kids,0.56,6.6,low
USR_01106,3,kids,0.12,4.4,low
USR_01107,3,kids,0.49,4.1,low
USR_01108,6,kids,0.13,7.6,low
USR_01109,2,adults,0.83,4.5,low
USR_01110,6,kids,0.31,6.7,medium
USR_01111,4,mixed,0.42,4.2,low
USR_01112,1,adults,0.83,2.0,medium
USR_01113,5,kids,0.36,7.5,high
USR_01114,2,adults,0.56,2.4,medium
USR_01115,1,adults,0.49,4.4,high
USR_01116,2,adults,0.58,5.1,low
USR_01117,6,kids,0.5,6.9,medium
USR_01118,3,mixed,0.43,4.3,medium
USR_01119,5,kids,0.38,8.4,low
USR_01120,6,mixed,0.45,8.6,low
USR_01121,1,mixed,0.7,2.4,medium
USR_01122,1,adults,0.62,3.5,medium
USR_01123,1,adults,0.72,3.7,medium
USR_01124,1,adults,0.65,3.5,medium
USR_01125,1,adults,0.57,5.5,medium
USR_01126,2,adults,0.94,3.7,low
USR_01127,6,mixed,0.77,7.6,medium
USR_01128,5,mixed,0.43,6.8,low
USR_01129,3,adults,0.95,5.8,low
USR_01130,3,mixed,0.7,7.0,high
USR_01131,6,mixed,0.67,7.9,medium
USR_01132,6,kids,0.15,5.4,medium
USR_01133,3,adults,0.7,4.3,medium
USR_01134,3,mixed,0.42,5.9,medium
USR_01135,2,adults,0.4,3.9,low
USR_01136,4,mixed,0.73,6.2,low
USR_01137,5,kids,0.37,8.3,low
USR_01138,1,mixed,0.41,2.0,medium
USR_01139,4,mixed,0.61,7.1,medium
USR_01140,6,kids,0.55,6.9,medium
USR_01141,3,mixed,0.38,6.0,medium
USR_01142,4,kids,0.53,6.7,high
USR_01143,5,kids,0.56,8.6,low
USR_01144,6,kids,0.28,7.0,low
USR_01145,1,mixed,0.53,2.5,medium
USR_01146,1,adults,0.42,3.8,medium
USR_01147,5,kids,0.43,7.9,high
USR_01148,5,mixed,0.5,7.4,low
USR_01149,3,kids,0.26,6.4,high
USR_01150,1,adults,0.75,7.3,high
USR_01151,6,kids,0.17,6.7,low
USR_01152,4,kids,0.52,5.6,medium
USR_01153,6,kids,0.27,6.6,medium
USR_01154,2,adults,0.66,5.2,high
USR_01155,2,kids,0.55,3.9,low
USR_01156,5,mixed,0.37,6.8,medium
USR_01157,3,kids,0.37,5.0,medium
USR_01158,2,adults,0.56,3.4,medium
USR_01159,1,adults,0.63,2.2,medium
USR_01160,6,mixed,0.48,6.8,medium
USR_01161,6,kids,0.34,9.7,high
USR_01162,5,kids,0.59,9.1,high
USR_01163,4,mixed,0.58,6.6,high
USR_01164,5,kids,0.29,4.9,low
USR_01165,4,kids,0.2,5.6,medium
USR_01166,5,mixed,0.5,8.5,low
USR_01167,5,mixed,0.3,7.7,medium
USR_01168,5,kids,0.49,7.2,medium
USR_01169,4,mixed,0.66,6.9,medium
USR_01170,4,kids,0.49,7.5,medium
USR_01171,5,mixed,0.47,6.1,high
USR_01172,2,adults,0.77,3.1,low
USR_01173,3,mixed,0.49,4.3,medium
USR_01174,3,adults,0.57,5.6,medium
USR_01175,3,adults,0.93,4.6,low
USR_01176,4,adults,0.64,6.1,low
USR_01177,4,mixed,0.62,6.1,high
USR_01178,2,adults,0.64,6.7,high
USR_01179,3,kids,0.54,5.8,high
USR_01180,3,mixed,0.74,6.7,high
USR_01181,5,mixed,0.72,7.4,low
USR_01182,4,kids,0.53,7.0,medium
USR_01183,3,adults,0.59,5.3,medium
USR_01184,6,mixed,0.52,8.3,medium
USR_01185,2,kids,0.56,6.2,medium
USR_01186,6,mixed,0.71,7.9,medium
USR_01187,6,kids,0.23,6.4,medium
USR_01188,2,adults,0.92,4.8,medium
USR_01189,6,kids,0.14,6.8,low
USR_01190,3,kids,0.38,2.1,medium
USR_01191,4,mixed,0.43,6.3,medium
USR_01192,2,mixed,0.48,4.2,medium
USR_01193,5,mixed,0.73,7.4,low
USR_01194,6,mixed,0.77,6.4,medium
USR_01195,2,adults,0.98,2.0,low
USR_01196,1,adults,0.51,3.5,medium
USR_01197,1,adults,0.71,3.8,medium
USR_01198,4,kids,0.26,5.8,medium
USR_01199,3,mixed,0.6,4.4,low
USR_01200,4,kids,0.47,4.4,medium
USR_01201,4,kids,0.21,5.5,medium
USR_01202,4,kids,0.14,5.3,medium
USR_01203,4,mixed,0.39,7.0,medium
USR_01204,5,kids,0.3,7.0,medium
USR_01205,5,kids,0.48,6.2,medium
USR_01206,2,adults,0.95,5.7,low
USR_01207,1,kids,0.27,2.5,low
USR_01208,4,kids,0.33,6.4,medium
USR_01209,2,adults,0.5,3.9,medium
USR_01210,1,mixed,0.75,5.3,medium
USR_01211,6,mixed,0.63,6.9,low
USR_01212,3,adults,0.63,4.5,low
USR_01213,5,kids,0.12,6.3,medium
USR_01214,6,kids,0.33,7.0,low
USR_01215,1,adults,0.88,4.7,medium
USR_01216,6,mixed,0.7,7.8,low
USR_01217,3,kids,0.57,4.9,medium
USR_01218,1,adults,0.83,6.3,high
USR_01219,6,mixed,0.48,7.8,low
USR_01220,5,mixed,0.63,6.0,medium
USR_01221,5,kids,0.15,4.3,low
USR_01222,2,adults,0.75,3.6,medium
USR_01223,6,mixed,0.54,7.8,medium
USR_01224,4,kids,0.19,6.4,medium
USR_01225,6,kids,0.35,8.9,medium
USR_01226,1,mixed,0.78,3.0,high
USR_01227,1,adults,0.53,2.3,low
USR_01228,6,kids,0.32,5.4,low
USR_01229,3,kids,0.49,4.3,high
USR_01230,5,mixed,0.48,5.7,medium
USR_01231,1,kids,0.54,4.7,high
USR_01232,5,mixed,0.76,7.4,medium
USR_01233,1,adults,0.84,3.2,high
USR_01234,2,adults,0.84,3.1,medium
USR_01235,4,mixed,0.41,3.6,medium
USR_01236,1,adults,0.57,4.6,high
USR_01237,5,adults,0.96,5.6,medium
USR_01238,2,kids,0.33,5.6,low
USR_01239,1,adults,0.87,3.3,low
USR_01240,3,adults,0.53,4.2,low
USR_01241,4,kids,0.13,4.4,low
USR_01242,1,mixed,0.63,2.0,medium
USR_01243,2,adults,0.43,2.5,medium
USR_01244,3,kids,0.18,4.2,medium
USR_01245,6,mixed,0.52,6.5,medium
USR_01246,2,mixed,0.62,2.9,medium
USR_01247,2,adults,0.57,4.1,low
USR_01248,3,mixed,0.68,5.0,low
USR_01249,2,adults,0.96,3.0,low
USR_01250,3,kids,0.4,7.2,medium
USR_01251,1,adults,0.46,2.0,low
USR_01252,3,kids,0.24,4.5,low
USR_01253,3,kids,0.31,4.6,medium
USR_01254,4,kids,0.28,6.0,high
USR_01255,3,kids,0.36,3.6,low
USR_01256,3,kids,0.4,4.9,medium
USR_01257,6,kids,0.38,7.0,medium
USR_01258,1,kids,0.43,2.8,medium
USR_01259,4,kids,0.25,5.1,high
USR_01260,6,adults,0.41,4.9,low
USR_01261,5,mixed,0.62,5.7,low
USR_01262,1,adults,0.67,3.8,high
USR_01263,1,adults,0.96,3.1,medium
USR_01264,5,mixed,0.32,6.4,medium
USR_01265,3,kids,0.35,4.3,medium
USR_01266,6,mixed,0.51,7.0,medium
USR_01267,2,adults,0.85,4.1,high
USR_01268,4,mixed,0.54,8.5,high
USR_01269,2,mixed,0.59,3.1,medium
USR_01270,5,kids,0.13,5.6,low
USR_01271,1,adults,0.49,3.4,high
USR_01272,1,adults,0.51,2.0,low
USR_01273,4,kids,0.33,5.2,low
USR_01274,1,adults,0.94,4.2,high
USR_01275,1,adults,0.62,2.2,low
USR_01276,4,mixed,0.79,4.9,low
USR_01277,6,kids,0.49,5.9,low
USR_01278,6,mixed,0.41,8.8,high
